,x,v,a,u,t
273,391.08984,72000.0,-43999996.0,-6.101395,0.2730333292638262
274,438.08984,46999.996,-24999998.0,-6.101395,0.27403345134904167
275,446.08984,7999.9995,-38999996.0,-6.101395,0.27503357343425716
276,475.08984,28999.998,20999998.0,-6.101395,0.2760336955194726
277,497.08984,21999.998,-6999999.0,-6.101395,0.2770338176046881
278,552.08984,54999.996,32999996.0,-6.101395,0.2780339396899036
279,635.08984,82999.99,27999996.0,-6.101395,0.2790340617751191
280,737.08984,101999.99,18999998.0,-6.101395,0.2800341838603345
281,784.08984,46999.996,-54999990.0,-6.101395,0.28103430594555
282,790.08984,5999.9995,-40999996.0,-6.101395,0.2820344280307655
283,741.08984,-48999.996,-54999990.0,-6.101395,0.283034550115981
284,692.08984,-48999.996,0.0,-6.101395,0.28403467220119644
285,638.08984,-53999.996,-4999999.5,-6.101395,0.28503479428641193
286,632.08984,-5999.9995,47999996.0,-6.101395,0.2860349163716274
287,664.08984,31999.998,37999996.0,-6.101395,0.2870350384568429
288,759.08984,94999.99,62999990.0,-6.101395,0.28803516054205835
289,847.08984,87999.99,-6999999.0,-6.101395,0.28903528262727385
290,884.08984,37000.0,-50999996.0,-6.101395,0.29003540471248934
291,876.08984,-7999.9995,-44999996.0,-6.101395,0.29103552679770484
292,829.08984,-46999.996,-38999996.0,-6.101395,0.29203564888292033
293,764.08984,-64999.996,-17999998.0,-6.101395,0.29303577096813577
294,705.08984,-58999.996,5999999.5,-6.101395,0.29403589305335126
295,694.08984,-10999.999,47999996.0,-6.101395,0.29503601513856675
296,736.08984,41999.996,52999996.0,-6.101395,0.29603613722378225
297,810.08984,74000.0,31999996.0,-6.101395,0.2970362593089977
298,873.08984,62999.996,-10999999.0,-6.101395,0.2980363813942132
299,916.08984,42999.996,-19999998.0,-6.101395,0.2990365034794287
300,877.08984,-39000.0,-81999990.0,-6.101395,0.30003662556464417
301,820.08984,-56999.996,-17999998.0,-6.101395,0.3010367476498596
302,730.08984,-89999.99,-32999996.0,-6.101395,0.3020368697350751
303,682.08984,-47999.996,41999996.0,-6.101395,0.3030369918202906
304,669.08984,-12999.999,34999996.0,-6.101395,0.3040371139055061
305,716.08984,46999.996,59999990.0,-6.101395,0.3050372359907216
306,782.08984,66000.0,18999998.0,-6.101395,0.306037358075937
307,827.08984,44999.996,-20999998.0,-6.101395,0.3070374801611525
308,842.08984,14999.999,-29999996.0,-6.101395,0.308037602246368
309,808.08984,-34000.0,-48999996.0,-6.101395,0.3090377243315835
310,729.08984,-79000.0,-44999996.0,-6.101395,0.31003784641679893
311,654.08984,-75000.0,3999999.5,-6.101395,0.31103796850201443
312,603.08984,-50999.996,23999998.0,-6.101395,0.3120380905872299
313,599.08984,-3999.9998,46999996.0,-6.101395,0.3130382126724454
314,658.08984,58999.996,62999990.0,-6.101395,0.31403833475766085
315,713.08984,54999.996,-3999999.5,-6.101395,0.31503845684287635
316,762.08984,48999.996,-5999999.5,-6.101395,0.31603857892809184
317,759.08984,-2999.9998,-51999996.0,-6.101395,0.31703870101330733
318,711.08984,-47999.996,-44999996.0,-6.101395,0.31803882309852277
319,624.08984,-86999.99,-38999996.0,-6.101395,0.31903894518373827
320,561.08984,-62999.996,23999998.0,-6.101,0.32003906726895376
321,516.08984,-44999.996,17999998.0,-6.101,0.32103918935416925
322,515.08984,-999.99994,43999996.0,-6.101,0.32203931143938475
323,575.08984,59999.996,60999990.0,-6.101,0.3230394335246002
324,614.08984,39000.0,-20999998.0,-6.101,0.3240395556098157
325,654.08984,40000.0,999999.9,-6.101,0.32503967769503117
326,652.08984,-1999.9999,-41999996.0,-6.101,0.32603979978024666
327,632.08984,-20000.0,-17999998.0,-6.101,0.3270399218654621
328,607.08984,-24999.998,-4999999.5,-6.101,0.3280400439506776
329,552.08984,-54999.996,-29999996.0,-6.101,0.3290401660358931
330,530.08984,-21999.998,32999996.0,-6.101,0.3300402881211086
331,526.08984,-3999.9998,17999998.0,-6.101,0.331040410206324
332,515.08984,-10999.999,-6999999.0,-6.101,0.3320405322915395
333,527.08984,11999.999,22999998.0,-6.101,0.333040654376755
334,526.08984,-999.99994,-12999999.0,-6.101,0.3340407764619705
335,545.08984,19000.0,19999998.0,-6.101,0.33504089854718594
336,544.08984,-999.99994,-19999998.0,-6.101,0.33604102063240143
337,531.08984,-12999.999,-11999999.0,-6.101,0.3370411427176169
338,505.08984,-25999.998,-12999999.0,-6.101,0.3380412648028324
339,476.08984,-28999.998,-2999999.8,-6.101,0.3390413868880479
340,435.08984,-41000.0,-11999999.0,-6.101,0.34004150897326335
341,412.08984,-22999.998,17999998.0,-6.101,0.34104163105847884
342,388.08984,-23999.998,-999999.9,-6.101,0.34204175314369434
343,357.08984,-30999.998,-6999999.0,-6.101,0.34304187522890983
344,331.08984,-25999.998,4999999.5,-6.101,0.34404199731412527
345,285.08984,-45999.996,-19999998.0,-6.101,0.34504211939934076
346,245.08984,-40000.0,5999999.5,-6.101,0.34604224148455626
347,203.08984,-41999.996,-1999999.8,-6.101,0.34704236356977175
348,175.08984,-27999.998,13999998.0,-6.101,0.3480424856549872
349,158.08984,-17000.0,10999999.0,-6.101,0.3490426077402027
350,118.08984,-40000.0,-22999998.0,-6.101,0.3500427298254182
351,80.08984,-38000.0,1999999.8,-6.101,0.35104285191063367
352,52.089844,-27999.998,9999999.0,-6.101,0.35204297399584916
353,-5.9101562,-57999.996,-29999996.0,-6.101,0.3530430960810646
354,-69.91016,-63999.996,-5999999.5,-6.101,0.3540432181662801
355,-137.91016,-68000.0,-3999999.5,-6.101,0.3550433402514956
356,-185.91016,-47999.996,19999998.0,-6.101,0.3560434623367111
357,-228.91016,-42999.996,4999999.5,-6.101,0.3570435844219265
358,-284.91016,-55999.996,-12999999.0,-6.101,0.358043706507142
359,-305.91016,-20999.998,34999996.0,-6.101,0.3590438285923575
360,-343.91016,-38000.0,-16999998.0,-6.101,0.360043950677573
361,-370.91016,-26999.998,10999999.0,-6.101,0.36104407276278844
362,-431.91016,-60999.996,-33999996.0,-6.101,0.36204419484800393
363,-482.91016,-50999.996,9999999.0,-6.101,0.3630443169332194
364,-536.91016,-53999.996,-2999999.8,-6.101,0.3640444390184349
365,-582.91016,-45999.996,7999999.0,-6.101,0.36504456110365036
366,-623.91016,-41000.0,4999999.5,-6.101,0.36604468318886585
367,-637.91016,-13999.999,26999996.0,-6.101,0.36704480527408134
368,-672.91016,-35000.0,-20999998.0,-6.101,0.36804492735929684
369,-681.91016,-9000.0,25999998.0,-6.101,0.36904504944451233
370,-708.91016,-26999.998,-17999998.0,-6.101,0.37004517152972777
371,-740.91016,-31999.998,-4999999.5,-6.101,0.37104529361494326
372,-777.91016,-37000.0,-4999999.5,-6.101,0.37204541570015875
373,-783.91016,-5999.9995,30999996.0,-6.101,0.37304553778537425
374,-822.91016,-39000.0,-32999996.0,-6.101,0.3740456598705897
375,-810.91016,11999.999,50999996.0,-6.101,0.3750457819558052
376,-808.91016,1999.9999,-9999999.0,-6.101,0.3760459040410207
377,-800.91016,7999.9995,5999999.5,-6.101,0.37704602612623617
378,-790.91016,10000.0,1999999.8,-6.101,0.3780461482114516
379,-777.91016,12999.999,2999999.8,-6.101,0.3790462702966671
380,-772.91016,5000.0,-7999999.0,-6.101,0.3800463923818826
381,-763.91016,9000.0,3999999.5,-6.101,0.3810465144670981
382,-738.91016,24999.998,15999998.0,-6.101,0.3820466365523135
383,-720.91016,18000.0,-6999999.0,-6.101,0.383046758637529
384,-695.91016,24999.998,6999999.0,-6.10294,0.3840468807227445
385,-655.91016,40000.0,14999998.0,-6.10294,0.38504700280796
386,-615.91016,40000.0,0.0,-6.10294,0.3860471248931755
387,-577.91016,38000.0,-1999999.8,-6.10294,0.38704724697839094
388,-557.91016,20000.0,-17999998.0,-6.10294,0.38804736906360643
389,-530.91016,26999.998,6999999.0,-6.10294,0.3890474911488219
390,-476.91016,53999.996,26999996.0,-6.10294,0.3900476132340374
391,-442.91016,34000.0,-19999998.0,-6.10294,0.39104773531925285
392,-395.91016,46999.996,12999999.0,-6.10294,0.39204785740446835
393,-351.91016,43999.996,-2999999.8,-6.10294,0.39304797948968384
394,-293.91016,57999.996,13999998.0,-6.10294,0.39404810157489933
395,-235.91016,57999.996,0.0,-6.10294,0.3950482236601148
396,-200.91016,35000.0,-22999998.0,-6.10294,0.39604834574533027
397,-160.91016,40000.0,4999999.5,-6.10294,0.39704846783054576
398,-138.91016,21999.998,-17999998.0,-6.10294,0.39804858991576125
